Pop	Qilex_All_
ESP00053	0.0054512566311363
ESP00058	0.005570127562162
ESP00061	0.00501822430231843
ESP00140	0.00533240206299281
ESP00152	0.0048783902979522
ESP00155	0.00505808848374788
ESP00221	0.00513788456040643
ESP00290	0.00476269360787024
ESP00300	0.00548526522394125
ESP00348	0.00521595602839769
ITA00043	0.00514685588015532
ITA00105	0.00461495289326147
SVN00059	0.00452591288630957
All	0.00513133805361299
