Pop	Fsylvatica_multispecies_All__V2
AUT00207	0.00378757656561484
DEU00071	0.00345562057359357
ESP00179	0.00315128837203647
ESP00225	0.00285059586041249
ESP00263	0.00337482269072902
FRA00029	0.00360675225212557
FRA00042	0.00330152661431933
FRA00045	0.00331166940254391
FRA00046	0.00343498442403895
ITA00178	0.0039739710603644
NOR00005	0.00311692191511654
ROU00077	0.00386004732317841
ROU00467	0.00382288641923389
SVN00047	0.00329903775210093
All	0.00348819666588336
